workerid	adjective	quiz_response	adj2_disagreement	relevant_adjective	adj2_subj	text	enteredText	order_questionnaires	adj1_disagreement	response	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response	ADJ2OrADJ1First	ADJ2OrColorFirst	ADJ1OrColorFirst
5	NA	NA	NA	NA	NA	NA	the red crooch yaf spaceship	NA	NA	NA	NA	NA	NA	95	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the green spaceship	NA	NA	NA	NA	NA	NA	96	NA	NA	underspecified	NA	Q_	R_COLOR	S_COLOR
5	NA	NA	NA	NA	NA	NA	the blue crooch yaf spaceship	NA	NA	NA	NA	NA	NA	97	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the green crooch yaf	NA	NA	NA	NA	NA	NA	98	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the red yaf spaceship	NA	NA	NA	NA	NA	NA	99	NA	NA	underspecified	NA	Q_	R_COLOR	S_COLOR
5	NA	NA	NA	NA	NA	NA	the blue yaf crooch spaceship	NA	NA	NA	NA	NA	NA	100	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the green crooch yaf	NA	NA	NA	NA	NA	NA	101	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the crooch yaf spaceship	NA	NA	NA	NA	NA	NA	102	NA	NA	underspecified	NA	Q_ADJ1	R_	S_ADJ1
5	NA	NA	NA	NA	NA	NA	the blue yaf	NA	NA	NA	NA	NA	NA	103	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
5	NA	NA	NA	NA	NA	NA	blue crooch yaf spaceship	NA	NA	NA	NA	NA	NA	104	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the red crooch	NA	NA	NA	NA	NA	NA	105	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the red crooch yaf spaceship	NA	NA	NA	NA	NA	NA	106	NA	NA	inconsistent	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the blue crooch yaf spaceship	NA	NA	NA	NA	NA	NA	107	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
5	NA	NA	NA	NA	NA	NA	the green spaceship	NA	NA	NA	NA	NA	NA	109	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	136	big	green	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	137	red	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	138	yafs	small	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	139	big	crooch	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	140	yafs	big	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	141	yafs	green	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	142	green	big	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	143	yafs	crooch	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	144	crooch	small	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	145	red	crooch	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	146	yafs	blue	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	147	green	crooch	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	148	crooch	blue	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	149	small	blue	NA	NA	NA	NA	NA
5	NA	NA	NA	green	NA	What a nice color. I like flying this...	NA	NA	NA	0.01	NA	NA	NA	151	green	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	crooch	NA	Humans think all of our ships look like this...	NA	NA	NA	0.94	NA	NA	NA	152	crooch	blue	NA	NA	NA	NA	NA
5	NA	NA	NA	NONE	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	0.96	NA	NA	NA	153	crooch	green	NA	NA	NA	NA	NA
5	NA	NA	NA	yafs	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	0.02	NA	NA	NA	154	crooch	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	yafs	NA	Ugh, I hate flying this...	NA	NA	NA	0.01	NA	NA	NA	155	green	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	crooch	NA	My first ship had the same shape as this...	NA	NA	NA	0.03	NA	NA	NA	156	blue	crooch	NA	NA	NA	NA	NA
5	NA	NA	NA	yafs	NA	I really don&quotechart like ships like this...	NA	NA	NA	0.03	NA	NA	NA	157	crooch	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	green	NA	I like ships that have the same color as I have, like this...	NA	NA	NA	0.97	NA	NA	NA	158	crooch	green	NA	NA	NA	NA	NA
5	NA	NA	NA	crooch	NA	For long distances, I use this...	NA	NA	NA	0.98	NA	NA	NA	159	crooch	blue	NA	NA	NA	NA	NA
5	NA	NA	NA	NONE	NA	My friend used to fly this...	NA	NA	NA	0.95	NA	NA	NA	160	yafs	red	NA	NA	NA	NA	NA
5	NA	NA	NA	yafs	NA	Wow -- I like this...	NA	NA	NA	0.03	NA	NA	NA	161	red	yafs	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	NA	Spikes	162	NA	NA	NA	angled	NA	NA	NA
5	NA	NA	NA	NA	0.94	NA	NA	[1, 0]	NA	NA	NA	0.76	NA	163	NA	NA	NA	NA	NA	NA	NA
5	NA	NA	0.04	NA	NA	NA	NA	[1, 0]	0.7	NA	NA	NA	NA	164	NA	NA	NA	NA	NA	NA	NA
